objectid,dfirmid,firmid,stfips,pcomm,panel,suffix,firmpan,paneltyp,effdate,scalevalue,pnpreason,nwlat,nwlong,selat,selong,sourcecit
41056,35049C,1526115_69,35,049C,506,D,35049C0506D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 37 30.000,-106 03 45.000,35 35 37.500,-106 01 52.500,1526115_BASE2
41057,35049C,1526115_15,35,049C,600,D,35049C0600D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 37 30.000,-105 45 00.000,35 30 00.000,-105 37 30.000,1526115_BASE2
41058,35049C,1526115_16,35,049C,625,D,35049C0625D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 30 00.000,-106 15 00.000,35 22 30.000,-106 07 30.000,1526115_BASE2
41059,35049C,1526115_17,35,049C,650,D,35049C0650D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 30 00.000,-106 07 30.000,35 22 30.000,-106 00 00.000,1526115_BASE2
40976,35049C,1526115_47,35,049C,393,D,35049C0393D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 39 22.500,-106 03 45.000,35 37 30.000,-106 01 52.500,1526115_BASE2
40977,35049C,1526115_48,35,049C,409,D,35049C0409D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 43 07.500,-105 54 22.500,35 41 15.000,-105 52 30.000,1526115_BASE2
40978,35049C,1526115_49,35,049C,412,D,35049C0412D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 41 15.000,-105 58 07.500,35 39 22.500,-105 56 15.000,1526115_BASE2
40979,35049C,1526115_50,35,049C,417,D,35049C0417D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 41 15.000,-105 54 22.500,35 39 22.500,-105 52 30.000,1526115_BASE2
40980,35049C,1526115_51,35,049C,550,D,35049C0550D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 37 30.000,-106 00 00.000,35 30 00.000,-105 52 30.000,1526115_BASE2
40981,35049C,1526115_52,35,049C,400,D,35049C0400D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 45 00.000,-106 07 30.000,35 45 00.000,-106 07 30.000,1526115_BASE2
40982,35049C,1526115_53,35,049C,410,D,35049C0410D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,12000,AREA IN ZONE D,35 45 00.000,-105 56 15.000,35 45 00.000,-105 56 15.000,1526115_BASE2
40983,35049C,1526115_54,35,049C,20,D,35049C0020D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,12000,AREA IN ZONE D,36 03 45.000,-106 03 45.000,36 00 00.000,-106 00 00.000,1526115_BASE2
40984,35049C,1526115_55,35,049C,15,D,35049C0015D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,12000,AREA IN ZONE D,36 03 45.000,-106 07 30.000,36 00 00.000,-106 03 45.000,1526115_BASE2
40776,35049C,1526115_0,35,049C,75,D,35049C0075D,"COUNTYWIDE, NOT PRINTED",2008/06/17,24000,NO SPECIAL FLOOD HAZARD AREAS,36 07 30.000,-105 52 30.000,36 00 00.000,-105 45 00.000,1526115_BASE2
40777,35049C,1526115_1,35,049C,100,D,35049C0100D,"COUNTYWIDE, NOT PRINTED",2008/06/17,24000,NO SPECIAL FLOOD HAZARD AREAS,36 07 30.000,-105 45 00.000,36 00 00.000,-105 37 30.000,1526115_BASE2
40778,35049C,1526115_2,35,049C,125,D,35049C0125D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,36 00 00.000,-106 15 00.000,35 52 30.000,-106 07 30.000,1526115_BASE2
40779,35049C,1526115_3,35,049C,200,D,35049C0200D,"COUNTYWIDE, NOT PRINTED",2008/06/17,24000,NO SPECIAL FLOOD HAZARD AREAS,36 00 00.000,-105 52 30.000,35 52 30.000,-105 45 00.000,1526115_BASE2
40780,35049C,1526115_4,35,049C,225,D,35049C0225D,"COUNTYWIDE, NOT PRINTED",2008/06/17,24000,NO SPECIAL FLOOD HAZARD AREAS,36 00 00.000,-105 45 00.000,36 00 00.000,-105 45 00.000,1526115_BASE2
40781,35049C,1526115_5,35,049C,250,D,35049C0250D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 52 30.000,-106 15 00.000,35 45 00.000,-106 07 30.000,1526115_BASE2
41060,35049C,1526115_18,35,049C,675,D,35049C0675D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 30 00.000,-106 00 00.000,35 22 30.000,-105 52 30.000,1526115_BASE2
41061,35049C,1526115_19,35,049C,700,D,35049C0700D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,24000,AREA IN ZONE D,35 30 00.000,-105 52 30.000,35 22 30.000,-105 45 00.000,1526115_BASE2
41062,35049C,1526115_71,35,049C,502,D,35049C0502D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 37 30.000,-106 05 37.500,35 35 37.500,-106 03 45.000,1526115_BASE2
41063,35049C,1526115_72,35,049C,504,D,35049C0504D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 35 37.500,-106 05 37.500,35 33 45.000,-106 03 45.000,1526115_BASE2
41064,35049C,1526115_73,35,049C,501,D,35049C0501D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 37 30.000,-106 07 30.000,35 35 37.500,-106 05 37.500,1526115_BASE2
41065,35049C,1526115_74,35,049C,503,D,35049C0503D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 35 37.500,-106 07 30.000,35 33 45.000,-106 05 37.500,1526115_BASE2
41066,35049C,1526115_75,35,049C,527,D,35049C0527D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 37 30.000,-105 58 07.500,35 35 37.500,-105 56 15.000,1526115_BASE2
41067,35049C,1526115_76,35,049C,526,D,35049C0526D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 37 30.000,-106 00 00.000,35 35 37.500,-105 58 07.500,1526115_BASE2
41068,35049C,1526115_77,35,049C,389,D,35049C0389D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 39 22.500,-106 05 37.500,35 37 30.000,-106 03 45.000,1526115_BASE2
41069,35049C,1526115_78,35,049C,388,D,35049C0388D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 39 22.500,-106 07 30.000,35 37 30.000,-106 05 37.500,1526115_BASE2
41070,35049C,1526115_70,35,049C,508,D,35049C0508D,"COUNTYWIDE, PANEL PRINTED",2008/06/17,6000,AREA IN ZONE D,35 35 37.500,-106 03 45.000,35 33 45.000,-106 01 52.500,1526115_BASE2
86472,35043C,1510577_77,35,043C,900,D,35043C0900D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 45 00,35 48 45,106 39 22.5,1510577_STUDY2
86473,35043C,1510577_75,35,043C,850,D,35043C0850D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 00 00,35 45 00,106 52 30,1510577_STUDY2
86474,35043C,1510577_110,35,043C,2075,D,35043C2075D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,107 00 00,35 07 30,106 52 30,1510577_STUDY2
86475,35043C,1510577_24,35,043C,1325,D,35043C1325D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,107 07 30,35 30 00,107 00 00,1510577_STUDY2
86476,35043C,1510577_97,35,043C,1911,D,35043C1911D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,106 37 30,35 16 52.5,106 35 37.5,1510577_STUDY2
86477,35043C,1510577_7,35,043C,1050,D,35043C1050D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,107 15 00,35 37 30,107 07 30,1510577_STUDY2
86478,35043C,1510577_14,35,043C,1175,D,35043C1175D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,106 37 30,35 37 30,106 30 00,1510577_STUDY2
86479,35043C,1510577_35,35,043C,1600,D,35043C1600D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,107 00 00,35 22 30,106 52 30,1510577_STUDY2
86480,35043C,1510577_50,35,043C,225,D,35043C0225D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 37 30,36 00 00,107 30 00,1510577_STUDY2
86481,35043C,1510577_63,35,043C,550,D,35043C0550D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 15 00,35 52 30,107 07 30,1510577_STUDY2
86482,35043C,1510577_120,35,043C,2200,D,35043C2200D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 22 30,35 07 30,106 15 00,1510577_STUDY2
86483,35043C,1510577_46,35,043C,125,D,35043C0125D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 15 00,36 07 30,107 07 30,1510577_STUDY2
86484,35043C,1510577_25,35,043C,1350,D,35043C1350D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,107 00 00,35 30 00,106 52 30,1510577_STUDY2
86485,35043C,1510577_123,35,043C,2104,D,35043C2104D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.6,106 43 07.5,35 11 15,106 41 15,1510577_STUDY2
86486,35043C,1510577_124,35,043C,2108,D,35043C2108D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.6,106 41 15,35 11 15,106 39 22.5,1510577_STUDY2
86487,35043C,1510577_125,35,043C,2109,D,35043C2109D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.5,106 39 22.5,35 11 15,106 37 30,1510577_STUDY2
86488,35043C,1510577_29,35,043C,1450,D,35043C1450D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 30 00,35 30 00,106 22 30,1510577_STUDY2
86489,35043C,1510577_4,35,043C,889,D,35043C0889D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 46 52.5,106 43 07.5,35 45 00,106 41 15,1510577_STUDY2
86490,35043C,1510577_52,35,043C,275,D,35043C0275D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 22 30,36 00 00,107 15 00,1510577_STUDY2
86491,35043C,1510577_115,35,043C,2107,D,35043C2107D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 39 22.5,35 13 07.5,106 37 30,1510577_STUDY2
86492,35043C,1510577_84,35,043C,1775,D,35043C1775D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,NO SPECIAL FLOOD HAZARD AREAS,35 22 30,107 22 30,35 15 00,107 15 00,1510577_STUDY2
86493,35043C,1510577_6,35,043C,1025,D,35043C1025D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,107 22 30,35 37 30,107 15 00,1510577_STUDY2
86494,35043C,1510577_41,35,043C,1750,D,35043C1750D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,106 15 00,35 22 30,106 07 30,1510577_STUDY2
86495,35043C,1510577_93,35,043C,2000,D,35043C2000D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 15 00,35 15 00,106 07 30,1510577_STUDY2
86496,35043C,1510577_26,35,043C,1375,D,35043C1375D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 52 30,35 30 00,106 45 00,1510577_STUDY2
86497,35043C,1510577_114,35,043C,2106,D,35043C2106D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 41 15,35 13 07.5,106 39 22.5,1510577_STUDY2
86498,35043C,1510577_118,35,043C,2150,D,35043C2150D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 37 30,35 11 15,106 30 00,1510577_STUDY2
86499,35043C,1510577_57,35,043C,400,D,35043C0400D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,106 30 00,36 00 00,106 22 30,1510577_STUDY2
86500,35043C,1510577_16,35,043C,1225,D,35043C1225D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,106 22 30,35 37 30,106 15 00,1510577_STUDY2
86501,35043C,1510577_103,35,043C,1893,D,35043C1893D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,106 41 15,35 15 00,106 39 22.5,1510577_STUDY2
86502,35043C,1510577_33,35,043C,1550,D,35043C1550D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,107 15 00,35 22 30,107 07 30,1510577_STUDY2
86503,35043C,1510577_10,35,043C,1125,D,35043C1125D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,106 52 30,35 39 22.5,106 45 00,1510577_STUDY2
86504,35043C,1510577_117,35,043C,2127,D,35043C2127D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 35 37.5,35 13 07.5,106 33 45,1510577_STUDY2
86505,35043C,1510577_54,35,043C,325,D,35043C0325D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 07 30,36 00 00,107 00 00,1510577_STUDY2
86506,35043C,1510577_60,35,043C,475,D,35043C0475D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 37 30,35 52 30,107 30 00,1510577_STUDY2
86507,35043C,1510577_76,35,043C,875,D,35043C0875D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 52 30,35 45 00,106 45 00,1510577_STUDY2
